Mes,Estacion,afluencia_predicha,delitos_con_violencia,delitos_sin_violencia
2026-02-01,Culhuacán,688518.3959465957,20,27
2026-03-01,Culhuacán,708699.0269095633,14,17
2025-04-01,Deportivo 18 de Marzo,850581.302105603,19,29
2025-05-01,Deportivo 18 de Marzo,863326.9703700196,20,17
2025-06-01,Deportivo 18 de Marzo,845154.4382786686,16,29
2025-07-01,Deportivo 18 de Marzo,845248.9993678797,19,41
2025-08-01,Deportivo 18 de Marzo,883881.9409151947,19,27
2025-09-01,Deportivo 18 de Marzo,894625.264726552,25,18
2025-10-01,Deportivo 18 de Marzo,913342.9034943348,9,19
2025-11-01,Deportivo 18 de Marzo,891409.6116172095,13,28
2025-12-01,Deportivo 18 de Marzo,861388.9838981084,24,21
2026-01-01,Deportivo 18 de Marzo,908675.5427235704,25,18
2026-02-01,Deportivo 18 de Marzo,920078.4918276924,17,39
2026-03-01,Deportivo 18 de Marzo,968015.2462944796,21,32
2025-04-01,Deportivo Oceanía,389289.9721429625,6,11
2025-05-01,Deportivo Oceanía,407195.3306105914,5,19
2025-06-01,Deportivo Oceanía,383500.5050519271,7,9
2025-07-01,Deportivo Oceanía,331963.9162253198,5,16
2025-08-01,Deportivo Oceanía,342957.45972611045,7,10
2025-09-01,Deportivo Oceanía,419030.867241521,4,19
2025-10-01,Deportivo Oceanía,441386.4270638498,13,16
2025-11-01,Deportivo Oceanía,398307.4303377728,11,17
2025-12-01,Deportivo Oceanía,344132.6813139304,8,17
2026-01-01,Deportivo Oceanía,315492.1622351894,6,9
2026-02-01,Deportivo Oceanía,333486.00686948106,5,16
2026-03-01,Deportivo Oceanía,377517.8099363996,9,11
2025-04-01,División del Norte,385346.0692868379,9,12
2025-05-01,División del Norte,403423.3804752058,5,12
2025-06-01,División del Norte,390617.9858221287,11,14
2025-07-01,División del Norte,369395.5650117924,9,9
2025-08-01,División del Norte,396790.31957969366,11,14
2025-09-01,División del Norte,399660.79434710735,9,14
2025-10-01,División del Norte,415196.8431456511,9,17
2025-11-01,División del Norte,398198.3502833392,7,17
2025-12-01,División del Norte,370999.3263622933,10,12
2026-01-01,División del Norte,391379.5440102113,10,11
2026-02-01,División del Norte,403924.5119332493,4,11
2026-03-01,División del Norte,434380.7119882424,4,11
2025-04-01,Doctores,1556337.2523944965,27,33
2025-05-01,Doctores,1473553.1581097206,38,44
2025-06-01,Doctores,979891.1542730232,29,27
2025-07-01,Doctores,1333490.4269484663,17,65
2025-08-01,Doctores,1154045.5705114082,25,42
2025-09-01,Doctores,879125.1407204143,15,26
2025-10-01,Doctores,525868.8553962715,15,19
2025-11-01,Doctores,118027.47010121844,3,2
2025-12-01,Doctores,-452985.5351489935,-12,-15
2026-01-01,Doctores,-743691.881907871,-14,-28
2026-02-01,Doctores,-607370.9909770959,-11,-21
2026-03-01,Doctores,22594.36758540361,0,0
2025-04-01,Ecatepec,648481.626987026,7,32
2025-05-01,Ecatepec,706929.0831718621,19,32
2025-06-01,Ecatepec,671402.4006312257,17,25
2025-07-01,Ecatepec,631945.9293844334,18,23
2025-08-01,Ecatepec,683234.6727512304,20,26
2025-09-01,Ecatepec,713955.0469541842,15,18
2025-10-01,Ecatepec,728276.9636249905,18,23
2025-11-01,Ecatepec,681024.9244984848,19,14
2025-12-01,Ecatepec,667718.8798951474,18,22
2026-01-01,Ecatepec,677407.7684184104,10,24
2026-02-01,Ecatepec,673478.8230767124,12,18
2026-03-01,Ecatepec,745110.7759510246,9,36
2025-04-01,Eduardo Molina,184655.6284940796,5,8
2025-05-01,Eduardo Molina,198737.745690332,4,8
2025-06-01,Eduardo Molina,188516.6899857156,2,6
2025-07-01,Eduardo Molina,184374.0978666551,4,8
2025-08-01,Eduardo Molina,194824.95798448243,4,4
2025-09-01,Eduardo Molina,207830.46058167572,3,9
2025-10-01,Eduardo Molina,209733.58397252,2,4
2025-11-01,Eduardo Molina,204750.34282391952,4,8
2025-12-01,Eduardo Molina,190010.98035921148,3,5
2026-01-01,Eduardo Molina,191190.10708442377,4,8
2026-02-01,Eduardo Molina,195224.7225597605,3,9
2026-03-01,Eduardo Molina,206610.816568762,5,5
2025-04-01,Eje Central,335667.7663243244,7,11
2025-05-01,Eje Central,341811.3360727698,7,16
2025-06-01,Eje Central,321916.21252475976,8,11
2025-07-01,Eje Central,335185.4357131198,6,15
2025-08-01,Eje Central,351082.85474577243,4,13
2025-09-01,Eje Central,352072.58777882287,3,11
2025-10-01,Eje Central,370157.7534400824,9,10
2025-11-01,Eje Central,356338.8593864819,7,9
2025-12-01,Eje Central,326004.8764260767,7,13
2026-01-01,Eje Central,357901.8053343446,5,11
2026-02-01,Eje Central,370883.3799882241,4,13
2026-03-01,Eje Central,396602.35720092594,4,13
2025-04-01,El Rosario,1264995.0793638434,21,47
2025-05-01,El Rosario,1336784.0013218222,29,61
2025-06-01,El Rosario,1253051.2094165136,22,61
2025-07-01,El Rosario,1224098.606612092,22,39
2025-08-01,El Rosario,1133232.6257815035,31,50
2025-09-01,El Rosario,1215257.5733511609,20,52
2025-10-01,El Rosario,1421809.2419978783,28,52
2025-11-01,El Rosario,1342354.972233151,34,65
2025-12-01,El Rosario,1246018.3381554598,22,32
2026-01-01,El Rosario,1318334.3378112267,29,30
2026-02-01,El Rosario,1293060.9523594233,35,58
2026-03-01,El Rosario,1331019.9320689463,38,44
2025-04-01,Ermita,603339.9905885948,7,27
2025-05-01,Ermita,641499.2221468706,18,30
2025-06-01,Ermita,633965.1428091907,12,13
2025-07-01,Ermita,631923.1943115863,9,29
2025-08-01,Ermita,675400.3975209162,12,22
2025-09-01,Ermita,667153.6162939443,19,23
2025-10-01,Ermita,690949.0235450645,13,26
2025-11-01,Ermita,684593.6558471913,11,32
2025-12-01,Ermita,646584.9881665047,14,13
2026-01-01,Ermita,638777.6421289751,9,21
2026-02-01,Ermita,675172.5760398009,7,27
2026-03-01,Ermita,702814.1161120276,8,29
2025-04-01,Escuadrón 201,539199.8114007625,6,21
2025-05-01,Escuadrón 201,581217.9076618116,7,13
2025-06-01,Escuadrón 201,534448.9116932809,6,15
2025-07-01,Escuadrón 201,523036.2032941069,11,16
2025-08-01,Escuadrón 201,542280.2664901577,7,23
2025-09-01,Escuadrón 201,538555.3547504112,9,15
2025-10-01,Escuadrón 201,592511.7793614882,16,15
2025-11-01,Escuadrón 201,550798.130054883,10,26
2025-12-01,Escuadrón 201,518981.5697190015,12,10
2026-01-01,Escuadrón 201,526850.0512130349,7,26
2026-02-01,Escuadrón 201,512067.5973793948,7,20
2026-03-01,Escuadrón 201,559357.805428385,6,25
2025-04-01,Etiopía/Plaza de la Transparencia,687597.0641990603,9,19
2025-05-01,Etiopía/Plaza de la Transparencia,673632.9808411136,10,13
2025-06-01,Etiopía/Plaza de la Transparencia,667574.3059150402,9,28
2025-07-01,Etiopía/Plaza de la Transparencia,677507.9804761254,7,30
2025-08-01,Etiopía/Plaza de la Transparencia,664602.0322683804,8,28
2025-09-01,Etiopía/Plaza de la Transparencia,665100.7914509221,12,16
2025-10-01,Etiopía/Plaza de la Transparencia,659489.7516637507,9,28
2025-11-01,Etiopía/Plaza de la Transparencia,656937.4962702042,11,28
2025-12-01,Etiopía/Plaza de la Transparencia,656433.6344891449,13,26
2026-01-01,Etiopía/Plaza de la Transparencia,739002.3304519636,17,31
2026-02-01,Etiopía/Plaza de la Transparencia,716982.6997503527,7,32
2026-03-01,Etiopía/Plaza de la Transparencia,709782.3331288808,18,27
2025-04-01,Eugenia,355167.0284343737,8,8
2025-05-01,Eugenia,366805.0513702126,4,12
2025-06-01,Eugenia,356822.1506076087,9,7
2025-07-01,Eugenia,352003.7057827311,10,11
2025-08-01,Eugenia,365080.99832357815,4,11
2025-09-01,Eugenia,357800.7046529366,5,7
2025-10-01,Eugenia,372696.3203161477,9,11
2025-11-01,Eugenia,363388.5927072111,9,8
2025-12-01,Eugenia,346526.781894591,4,15
2026-01-01,Eugenia,371395.3249656941,5,17
2026-02-01,Eugenia,375958.5277304574,6,8
2026-03-01,Eugenia,394045.0381289776,7,19
2025-04-01,Ferrería/Arena Ciudad de México,566111.4000415206,12,20
2025-05-01,Ferrería/Arena Ciudad de México,601412.6503164042,10,17
2025-06-01,Ferrería/Arena Ciudad de México,571943.890928863,11,12
2025-07-01,Ferrería/Arena Ciudad de México,509149.5530574882,12,17
2025-08-01,Ferrería/Arena Ciudad de México,537077.8231837535,5,23
2025-09-01,Ferrería/Arena Ciudad de México,617527.0645922422,9,25
2025-10-01,Ferrería/Arena Ciudad de México,654354.562106455,15,14
2025-11-01,Ferrería/Arena Ciudad de México,615644.1326449767,17,13
2025-12-01,Ferrería/Arena Ciudad de México,533203.8649117078,10,17
2026-01-01,Ferrería/Arena Ciudad de México,550611.7953119443,11,15
2026-02-01,Ferrería/Arena Ciudad de México,606181.4603025751,7,16
2026-03-01,Ferrería/Arena Ciudad de México,658474.2106062217,12,18
2025-04-01,Fray Servando,214107.97800995185,4,9
2025-05-01,Fray Servando,243195.24855700225,3,11
2025-06-01,Fray Servando,228835.81760957057,3,7
2025-07-01,Fray Servando,232204.2502848461,4,10
2025-08-01,Fray Servando,252382.74077634024,2,7
2025-09-01,Fray Servando,271539.146710885,4,9
2025-10-01,Fray Servando,330210.6559582199,4,8
2025-11-01,Fray Servando,253076.80802631524,4,9
2025-12-01,Fray Servando,252825.4219947568,3,12
2026-01-01,Fray Servando,207718.97535951727,5,7
2026-02-01,Fray Servando,221068.86363531792,4,6
2026-03-01,Fray Servando,212546.2293410162,5,8
2025-04-01,Garibaldi/Lagunilla,726964.7609601181,18,17
2025-05-01,Garibaldi/Lagunilla,783175.3573602611,15,36
2025-06-01,Garibaldi/Lagunilla,772121.3305728403,9,27
2025-07-01,Garibaldi/Lagunilla,794650.9226372818,16,26
2025-08-01,Garibaldi/Lagunilla,784680.8987150696,17,29
2025-09-01,Garibaldi/Lagunilla,733349.7794997292,18,28
2025-10-01,Garibaldi/Lagunilla,785650.2013417812,14,17
2025-11-01,Garibaldi/Lagunilla,800060.2110370641,10,32
2025-12-01,Garibaldi/Lagunilla,856902.9853151275,13,23
2026-01-01,Garibaldi/Lagunilla,739693.8890328469,12,30
2026-02-01,Garibaldi/Lagunilla,696347.7446534865,15,31
2026-03-01,Garibaldi/Lagunilla,754291.2780978464,16,33
2025-04-01,General Anaya,496927.2768890576,8,18
2025-05-01,General Anaya,627648.5548579062,18,22
2025-06-01,General Anaya,607716.5616650883,13,14
2025-07-01,General Anaya,622105.2569927434,9,26
2025-08-01,General Anaya,671278.7644411109,8,18
2025-09-01,General Anaya,661765.1394113898,8,23
2025-10-01,General Anaya,691443.3940935207,10,19
2025-11-01,General Anaya,679873.3577122145,8,16
2025-12-01,General Anaya,577291.2189428175,7,22
2026-01-01,General Anaya,590303.4997314049,9,12
2026-02-01,General Anaya,663753.3420162098,8,28
2026-03-01,General Anaya,640985.7898512669,17,18
2025-04-01,Guelatao,592614.9326712525,6,11
2025-05-01,Guelatao,540718.8668461259,11,19
2025-06-01,Guelatao,472015.52167178434,8,10
2025-07-01,Guelatao,439337.35963862657,13,12
2025-08-01,Guelatao,549473.5111420485,6,22
2025-09-01,Guelatao,441355.4498923988,7,9
2025-10-01,Guelatao,625473.7593762726,18,28
2025-11-01,Guelatao,582986.3763636962,15,11
2025-12-01,Guelatao,491812.4342901039,12,13
2026-01-01,Guelatao,538356.4017982428,8,22
2026-02-01,Guelatao,554376.4835432025,7,16
2026-03-01,Guelatao,601007.3373330978,14,13
2025-04-01,Guerrero,390808.4322443407,11,12
2025-05-01,Guerrero,421686.343027901,8,11
2025-06-01,Guerrero,388545.3362199396,8,17
2025-07-01,Guerrero,391159.46003412665,6,11
2025-08-01,Guerrero,409042.7835331551,10,17
2025-09-01,Guerrero,404462.8507459534,5,18
2025-10-01,Guerrero,431129.4192344152,7,14
2025-11-01,Guerrero,413730.7081627567,7,19
2025-12-01,Guerrero,427359.0280141709,8,13
2026-01-01,Guerrero,401978.2968908463,5,19
2026-02-01,Guerrero,381714.70120989,4,8
2026-03-01,Guerrero,416982.189786076,9,16
2025-04-01,Gómez Farías,601194.9557326669,9,20
2025-05-01,Gómez Farías,597396.5013648554,12,18
2025-06-01,Gómez Farías,605960.3120592568,7,23
2025-07-01,Gómez Farías,590372.6035907604,11,24
2025-08-01,Gómez Farías,578109.7511795899,11,11
2025-09-01,Gómez Farías,586693.828309361,6,14
2025-10-01,Gómez Farías,590738.2133759115,9,24
2025-11-01,Gómez Farías,1145459.2834940455,14,45
2025-12-01,Gómez Farías,1243815.034939302,14,60
2026-01-01,Gómez Farías,1271287.259793066,37,54
2026-02-01,Gómez Farías,1222253.7354355934,20,59
2026-03-01,Gómez Farías,1201327.9670883226,31,49
2025-04-01,Hangares,121493.02502067824,1,3
2025-05-01,Hangares,135873.78424942144,3,3
2025-06-01,Hangares,134099.36410286848,3,5
2025-07-01,Hangares,132704.58065636933,2,5
2025-08-01,Hangares,148614.9085272799,2,3
2025-09-01,Hangares,148787.97300245136,2,4
2025-10-01,Hangares,124600.40244594384,2,6
2025-11-01,Hangares,127677.14752174004,3,4
2025-12-01,Hangares,117844.48329755224,3,3
2026-01-01,Hangares,94897.2542376268,2,3
2026-02-01,Hangares,63763.60370059431,0,1
2026-03-01,Hangares,64351.31386265447,1,1
2025-04-01,Hidalgo,1358916.008894618,39,42
2025-05-01,Hidalgo,1419808.8486141427,19,30
2025-06-01,Hidalgo,1417283.223963909,16,60
2025-07-01,Hidalgo,1435485.4235167354,35,46
2025-08-01,Hidalgo,1461976.6794970755,31,65
2025-09-01,Hidalgo,1469595.2151123448,39,66
2025-10-01,Hidalgo,1568606.9636118722,20,41
2025-11-01,Hidalgo,1501494.065309617,38,59
2025-12-01,Hidalgo,1429573.7110364824,20,48
2026-01-01,Hidalgo,1424630.719257376,18,66
2026-02-01,Hidalgo,1431592.9916203113,19,37
2026-03-01,Hidalgo,1526698.7260941486,40,61
2025-04-01,Hospital 20 de Noviembre,293033.2949573698,6,11
2025-05-01,Hospital 20 de Noviembre,288468.9224036777,5,8
2025-06-01,Hospital 20 de Noviembre,280866.31027806614,4,6
2025-07-01,Hospital 20 de Noviembre,282723.2416631092,7,11
2025-08-01,Hospital 20 de Noviembre,291069.6506715122,5,12
2025-09-01,Hospital 20 de Noviembre,288995.0269356788,7,8
2025-10-01,Hospital 20 de Noviembre,294689.7972725014,5,11
2025-11-01,Hospital 20 de Noviembre,286874.56105399487,5,9
2025-12-01,Hospital 20 de Noviembre,275473.84745033155,5,11
2026-01-01,Hospital 20 de Noviembre,332275.5803027879,5,8
2026-02-01,Hospital 20 de Noviembre,337386.649925649,8,15
2026-03-01,Hospital 20 de Noviembre,354677.0869185418,7,10
2025-04-01,Hospital General,511037.5042206069,7,15
2025-05-01,Hospital General,549155.1874704186,15,11
2025-06-01,Hospital General,514860.3392450912,9,12
2025-07-01,Hospital General,517920.1196453296,10,18
2025-08-01,Hospital General,543833.0857364364,15,15
2025-09-01,Hospital General,528683.4228096317,11,23
2025-10-01,Hospital General,568470.4275965975,7,11
2025-11-01,Hospital General,492946.37467501056,14,15
2025-12-01,Hospital General,454374.2440707832,10,13
2026-01-01,Hospital General,511737.3197630954,8,10
2026-02-01,Hospital General,500529.3794576345,6,11
2026-03-01,Hospital General,534081.3955858038,13,17
2025-04-01,Impulsora,586439.2471486056,13,20
2025-05-01,Impulsora,615671.3844608815,12,19
2025-06-01,Impulsora,547658.0650075573,15,19
2025-07-01,Impulsora,534433.7096935859,13,20
2025-08-01,Impulsora,629914.9476086582,8,12
2025-09-01,Impulsora,624433.1581124685,10,21
2025-10-01,Impulsora,632348.362349242,9,30
2025-11-01,Impulsora,594552.2887450159,14,21
2025-12-01,Impulsora,548635.4780412652,5,22
2026-01-01,Impulsora,546854.063179217,11,16
2026-02-01,Impulsora,576505.9678434981,14,24
2026-03-01,Impulsora,613353.8364173378,16,26
2025-04-01,Indios Verdes,3584437.1949126446,60,127
2025-05-01,Indios Verdes,5189911.230474095,137,255
2025-06-01,Indios Verdes,6203631.396924586,75,147
2025-07-01,Indios Verdes,7018957.574905263,189,143
2025-08-01,Indios Verdes,8136264.93254607,102,350
2025-09-01,Indios Verdes,7585914.172401263,136,335
2025-10-01,Indios Verdes,8003298.414683432,207,188
2025-11-01,Indios Verdes,8345042.837815921,108,233
2025-12-01,Indios Verdes,8908502.61298216,129,182
2026-01-01,Indios Verdes,9404946.410519114,229,270
2026-02-01,Indios Verdes,9961332.044929748,243,430
2026-03-01,Indios Verdes,9883900.69179417,225,351
2025-04-01,Instituto del Petróleo,232056.2570054828,5,7
2025-05-01,Instituto del Petróleo,250337.98478347817,5,7
2025-06-01,Instituto del Petróleo,237231.97420127344,3,4
2025-07-01,Instituto del Petróleo,237638.6087997772,4,6
2025-08-01,Instituto del Petróleo,250911.57702818216,3,9
2025-09-01,Instituto del Petróleo,253483.9187543004,7,12
2025-10-01,Instituto del Petróleo,258714.8678980163,5,11
2025-11-01,Instituto del Petróleo,256194.23696483785,4,5
2025-12-01,Instituto del Petróleo,243561.6698076548,4,11
2026-01-01,Instituto del Petróleo,257713.8605566641,7,11
2026-02-01,Instituto del Petróleo,258992.8832445025,3,11
2026-03-01,Instituto del Petróleo,274259.7735763528,5,9
2025-04-01,Insurgentes,32531.29943510232,0,1
2025-05-01,Insurgentes,42285.66323767093,0,1
2025-06-01,Insurgentes,23259.923517201645,0,0
2025-07-01,Insurgentes,57921.6833082581,1,1
2025-08-01,Insurgentes,51271.88028976809,1,1
2025-09-01,Insurgentes,51282.58277040688,1,1
2025-10-01,Insurgentes,107717.40755181677,2,4
2025-11-01,Insurgentes,162204.7057489269,4,5
2025-12-01,Insurgentes,147319.12736676866,3,3
2026-01-01,Insurgentes,314228.2320026114,4,15
2026-02-01,Insurgentes,359984.8671964784,7,17
2026-03-01,Insurgentes,353037.8227817528,7,15
2025-04-01,Insurgentes Sur,1062722.43240402,19,52
2025-05-01,Insurgentes Sur,1092885.1429562191,27,39
2025-06-01,Insurgentes Sur,1051664.4002033412,30,51
2025-07-01,Insurgentes Sur,1111825.2315070035,31,24
2025-08-01,Insurgentes Sur,1151072.4365642986,21,35
2025-09-01,Insurgentes Sur,1108150.5850618957,13,29
2025-10-01,Insurgentes Sur,1189320.0858947777,35,30
2025-11-01,Insurgentes Sur,1135102.3568448506,30,27
2025-12-01,Insurgentes Sur,1043543.4412930076,13,40
2026-01-01,Insurgentes Sur,1091135.3882363574,31,47
2026-02-01,Insurgentes Sur,1081180.6540501793,29,40
2026-03-01,Insurgentes Sur,1164049.5356358965,23,28
2025-04-01,Isabel la Católica,371296.9820815121,8,16
2025-05-01,Isabel la Católica,371257.8157310469,6,14
2025-06-01,Isabel la Católica,371257.895818989,4,11
2025-07-01,Isabel la Católica,371257.895655224,6,14
2025-08-01,Isabel la Católica,371257.89565555885,9,10
2025-09-01,Isabel la Católica,521197.89565555775,5,15
2025-10-01,Isabel la Católica,713011.8956555573,11,33
2025-11-01,Isabel la Católica,719633.8956555573,12,20
2025-12-01,Isabel la Católica,683866.8956555574,14,23
2026-01-01,Isabel la Católica,688423.8956555574,19,32
2026-02-01,Isabel la Católica,671208.8956555574,11,27
2026-03-01,Isabel la Católica,723400.8956555573,12,15
2025-04-01,Iztacalco,488745.4498491988,12,11
2025-05-01,Iztacalco,528228.7846345776,10,10
2025-06-01,Iztacalco,511154.47560586326,7,19
2025-07-01,Iztacalco,433208.5336854158,8,14
2025-08-01,Iztacalco,479907.7620612711,6,11
2025-09-01,Iztacalco,557677.1289124183,7,27
2025-10-01,Iztacalco,582500.4608819928,11,20
2025-11-01,Iztacalco,521246.5499253217,9,14
2025-12-01,Iztacalco,470163.76909927,13,16
2026-01-01,Iztacalco,448075.8672790793,7,18
2026-02-01,Iztacalco,467006.1029140311,10,10
2026-03-01,Iztacalco,523652.904723999,11,14
2025-04-01,Iztapalapa,272910.9886818286,2,12
2025-05-01,Iztapalapa,260243.3957476755,6,8
2025-06-01,Iztapalapa,236013.0624517344,3,8
2025-07-01,Iztapalapa,243578.1669185751,7,8
2025-08-01,Iztapalapa,257481.00916689663,3,5
2025-09-01,Iztapalapa,254697.54653092692,4,6
2025-10-01,Iztapalapa,267993.00594797527,3,8
2025-11-01,Iztapalapa,247476.473891271,7,6
2025-12-01,Iztapalapa,254703.70278412345,5,5
2026-01-01,Iztapalapa,239403.3255267648,5,10
2026-02-01,Iztapalapa,235223.0855036573,2,11
2026-03-01,Iztapalapa,269119.1067636501,6,11
2025-04-01,Jamaica,484927.56707130553,6,22
2025-05-01,Jamaica,546568.9773917244,15,14
2025-06-01,Jamaica,501171.76274826186,7,24
2025-07-01,Jamaica,514138.6540351912,7,13
2025-08-01,Jamaica,511987.8920010383,5,24
2025-09-01,Jamaica,552124.7553244492,10,27
2025-10-01,Jamaica,654421.3007198218,13,27
2025-11-01,Jamaica,585133.0211809167,6,28
2025-12-01,Jamaica,585951.0879066781,14,21
2026-01-01,Jamaica,478177.4696333521,9,13
2026-02-01,Jamaica,494836.0469103888,10,16
2026-03-01,Jamaica,513991.74524353456,9,19
2025-04-01,Juanacatlán,-7066.609382872731,0,0
2025-05-01,Juanacatlán,-1947.7147151929464,0,0
2025-06-01,Juanacatlán,-2450.44034543893,0,0
2025-07-01,Juanacatlán,-8453.825745173004,0,0
2025-08-01,Juanacatlán,-6437.330142096313,0,0
2025-09-01,Juanacatlán,-12442.953773096,0,0
2025-10-01,Juanacatlán,-9363.392245975578,0,0
2025-11-01,Juanacatlán,-27520.97439652888,0,-1
2025-12-01,Juanacatlán,-33465.02465123739,0,-1
2026-01-01,Juanacatlán,-12948.102307238874,0,0
2026-02-01,Juanacatlán,-4128.881591153186,0,0
2026-03-01,Juanacatlán,8161.123070057981,0,0
2025-04-01,Juárez,407765.6260904156,9,13
2025-05-01,Juárez,416151.69440868846,9,17
2025-06-01,Juárez,403992.37931178615,4,11
2025-07-01,Juárez,383968.1144101492,5,15
2025-08-01,Juárez,407076.3359687168,5,16
2025-09-01,Juárez,411807.0382699176,9,10
2025-10-01,Juárez,441377.12982088863,4,16
2025-11-01,Juárez,426353.71388849855,5,18
2025-12-01,Juárez,398038.74115446536,10,13
2026-01-01,Juárez,414069.4936348182,5,8
2026-02-01,Juárez,416306.4514165216,9,8
2026-03-01,Juárez,443949.29325256887,6,13
2025-04-01,La Paz,1200505.7836765256,14,57
2025-05-01,La Paz,1289599.5319275751,19,34
2025-06-01,La Paz,1255437.860843507,30,49
2025-07-01,La Paz,1223404.7931723013,33,32
2025-08-01,La Paz,1304541.2139611526,34,38
2025-09-01,La Paz,1153413.6907760056,20,52
2025-10-01,La Paz,1221519.8629997466,28,51
2025-11-01,La Paz,1181079.2448874745,16,27
2025-12-01,La Paz,1203663.8647336154,19,39
2026-01-01,La Paz,1266269.0683520264,35,26
2026-02-01,La Paz,1242321.1584050346,12,42
2026-03-01,La Paz,1288435.8624690787,15,51
2025-04-01,La Raza,1116681.4574801854,15,26
2025-05-01,La Raza,1241844.7590381652,13,35
2025-06-01,La Raza,1165609.7518599662,15,37
2025-07-01,La Raza,1160280.497847455,25,55
2025-08-01,La Raza,1189229.315094924,21,59
2025-09-01,La Raza,1203227.139686111,33,25
2025-10-01,La Raza,1233455.103725253,32,52
2025-11-01,La Raza,1198002.293204604,20,37
2025-12-01,La Raza,1143104.7551387814,17,36
2026-01-01,La Raza,1135873.9226797866,19,48
2026-02-01,La Raza,1156369.697546139,25,54
2026-03-01,La Raza,1235293.5005924853,18,59
2025-04-01,La Viga,189484.8295827132,4,7
2025-05-01,La Viga,200255.8708616126,3,6
2025-06-01,La Viga,175147.15038566024,3,7
2025-07-01,La Viga,177410.22043179715,3,4
2025-08-01,La Viga,185995.98321771857,2,6
2025-09-01,La Viga,182137.00310146407,5,5
2025-10-01,La Viga,206843.46667607347,5,8
2025-11-01,La Viga,184318.8700450884,2,5
2025-12-01,La Viga,182854.17629177275,5,4
2026-01-01,La Viga,163500.49353516122,3,7
2026-02-01,La Viga,166175.83470257724,4,3
2026-03-01,La Viga,186051.5744994274,4,6
2025-04-01,La Villa/Basílica,297076.2631337462,5,7
2025-05-01,La Villa/Basílica,321809.4509233827,3,6
2025-06-01,La Villa/Basílica,310321.8781088912,4,6
2025-07-01,La Villa/Basílica,333470.70923730487,6,8
2025-08-01,La Villa/Basílica,352204.71074890526,7,16
2025-09-01,La Villa/Basílica,315369.7455932973,4,8
2025-10-01,La Villa/Basílica,336646.71589212463,4,16
2025-11-01,La Villa/Basílica,338960.29228435946,9,12
2025-12-01,La Villa/Basílica,428853.5654930036,12,14
2026-01-01,La Villa/Basílica,344457.61067898147,7,12
2026-02-01,La Villa/Basílica,315165.1961023434,4,11
2026-03-01,La Villa/Basílica,328942.2304291228,5,14
2025-04-01,Lagunilla,530380.3247250536,5,15
2025-05-01,Lagunilla,589142.2726114667,16,18
2025-06-01,Lagunilla,596946.0978599956,7,27
2025-07-01,Lagunilla,643501.9921493159,13,31
2025-08-01,Lagunilla,652356.0601821959,10,30
2025-09-01,Lagunilla,591733.7063175343,12,19
2025-10-01,Lagunilla,629592.7815549433,14,27
2025-11-01,Lagunilla,643731.4877941046,17,22
2025-12-01,Lagunilla,858971.0903718905,12,30
2026-01-01,Lagunilla,622692.7916830652,6,16
2026-02-01,Lagunilla,567097.4793680827,7,21
2026-03-01,Lagunilla,573715.4574853841,16,14
